,text,meta,_input_hash,_task_hash,label,score,priority,spans,_session_id,_view_id,answer,options,accept,class,len
227,Moving on to EE on Slide 10. Revenue grew 4% as postpaid mobile and fixed broadband growthoutweighed the expected decline in prepaid and a decline in equipment revenues. This is,"{'meta': 'BT Group plc, Q3 2018 Earnings Call, Feb 02, 2018'}",1681244089,-1001422107,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
228,"Parts of this, we already have a strong foundation on where WhatsAppand Messenger are strong around the world. But a lot of the most important countries for this like I'vementioned in the United States and Japan, we're not the leading private communication service today. So there, the most important thing that we need to do is get the basics right and make sure that we areproviding, hands down, without any question in anyone's mind, the clear best service in those areas.","{'meta': 'Facebook, Inc., Q1 2019 Earnings Call, Apr 24, 2019'}",-968491341,1527132308,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
229,"I don't think it was a surprise, to be honest. But first of all in such a collaboration, which Ithink is very, very good, we need to -- you need to build trust and confidence and we have been workingwith Petrobras on technology agreement for many, many years. So I think, we work in a efficient waytogether.","{'meta': 'Equinor ASA, Q4 2018 Earnings Call, Feb 06, 2019'}",600044892,-2017684279,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
230,"You move from digital demand sensing to digital productcreation. So taking that insight and designing and creating product, leveraging digital technology thatallows us to bring that insight to life in a product faster. And then absolutely, we're using data in oursupply chain to tighten our demand and supply management.","{'meta': 'NIKE, Inc., Q1 2019 Earnings Call, Sep 25, 2018'}",1358362194,743263787,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
231,"Backed by the powerof the FedEx brand and the speed and reliability of our nationwide priority network, we are able to reachover 80% of the U.S. population, and we have a unique ability to service a large part of this $10 billionmarket. And of course, we can't forget about Roxo, the FedEx same-day bot, who has recently been in 3 testmarkets: Memphis, Tennessee; Plano, Texas; and Manchester, New Hampshire. Roxo is preparing tochange the way on-demand e-commerce shipments make it to customers doorsteps.","{'meta': 'FedEx Corporation, Q1 2020 Earnings Call, Sep 17, 2019'}",635858333,-1844500787,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
232,"Slide 24 presents Bouygues Telecom market share in the connectivity market. You can see on the 2 graphshow the EUR 7.5 billion market is split between small and middle enterprises and large companies, andbetween fixed and mobile. Bouygues Telecom has built a strong position in the large companies mobile market based on the qualityof its 4G network with around 30% market share.","{'meta': 'Bouygues SA, Q1 2019 Earnings Call, May 16, 2019'}",-129906295,-1692627848,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
233,"So to feature-phone customers, we have just started approaching thesecustomers, and we are conducting a campaign now to shift customers from feature phone to smartphonesto make it easier to move. So based on campaign, we are offering rates plan attractive, and it is tomigrate customers from feature phone to smartphones. So for one thing, there is still feature phonecustomers in the remaining subscribers","{'meta': 'KDDI Corporation, Q1 2016 Earnings Call, Aug 07, 2015'}",-411353005,-713195816,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
234,"As a result, we expectmost of our customers will start to adopt 12FFC for their products in 2018 and after. The major application for this 16, 12FFC node are mobile applications processors, graphics chips, FPGA,RF and low power devices. Due to strong demand from the high-performance segment, we have reached avery high utilization rate in 16-nanometer recently and we expect this momentum will continue into 2018.Let me now comment on 28-nanometer.","{'meta': 'Taiwan Semiconductor Manufacturing Company Limited, Q3 2017 Earnings Call, Oct 19, 2017'}",-25034383,-1198261006,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
235,"So first of all, regarding cross-sell, NTT Securities -- Comm and Security orDimension Data and Securities, these collaborations are progressing. And in parallel, Las Vegas Smart Citydeal, this was collaboration with Dell that is underway. In Europe, Data -- Dimension Data and comms areexisting companies, collaboration is underway.","{'meta': 'Nippon Telegraph and Telephone Corporation, Q1 2019 Earnings Call, Aug 07, 2018'}",-183057555,156106598,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
236,"Yes, you're absolutely right. That was one of our biggest strategic objectiveswas to get active devices and with store integrated into the install base and in the user experience sothat we could increase the success for developers. And we're seeing good early signs.","{'meta': 'Microsoft Corporation, Q2 2016 Earnings Call, Jan 28, 2016'}",573056715,-945077688,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
237,"Now we want to be the best, so we are still pushing to improve the quality even more. Slide 13 focuses on our B2C mobile postpaid trends which improved again in Q1 as these network qualityimprovements are now coming through. As you can see on the left-hand side of this slide, we added68,000 new customers this quarter and our postpaid ARPU increased by 3.6% year-over-year, probablybenefiting from the introduction of our content bundles last year.","{'meta': 'Altice N.V., SFR Group SA, Q1 2017 Earnings Call, May 11, 2017'}",-523080584,1987692573,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
238,"We'll then be happy to take your questions. So let's start with the highlights.2018 was another step forward in our company's transformational journey. We had many successes tocelebrate, though the year was not without its challenges.","{'meta': 'Anheuser-Busch InBev SANV, 2018 Earnings Call, Feb 28, 2019'}",-439674627,-1998853350,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
239,"So as you know, we have a belief that there's a significant opportunity to improve thequality, the experience and the cost of health care on a national basis, creating value for patients andthe marketplace. And the experience over the past several years has been that physicians can achieveoutstanding results when empowered with the right analytics, tools and support, and the market is askingfor these kinds of models to improve the cost quality of care. So our approach is to tailor our marketpresence based on the local factors in each market that we serve.","{'meta': 'UnitedHealth Group Incorporated, Q2 2017 Earnings Call, Jul 18, 2017'}",-1277033407,1058296211,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
240,"In terms of therevenue detail, Google Sites revenues were $27 billion in the quarter, up 22% year-over-year. In terms ofdollar growth, results were led again by mobile search, with a strong contribution from YouTube, followedby desktop search. Network revenues were $5.6 billion, up 12% year-on-year, reflecting the ongoingmomentum of AdMob and Google Ad Manager.","{'meta': 'Alphabet Inc., Q4 2018 Earnings Call, Feb 04, 2019'}",-38794636,1252263212,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
241,"another offsetto think about? The second question was again more of a bigger picture about the cloud transition. I guessa couple of years ago, you reset the expectations somewhat about license growth with the likelihood thatover time you'd see some of that get cannibalized in the core and shift towards selling cloud subscription.","{'meta': 'SAP SE, Q3 2016 Earnings Call, Oct 21, 2016'}",543891883,239458033,,,,,,choice,reject,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",[],NA,0
242,"Let me spend a few minutes on the progress we have made here. As you will recall,the strategy that we shared 5 months ago has 4 main pillars: leading in high-performance end-to-endnetworks with communication service providers; expanding network sales to select vertical marketsneeding high-performing secure networks; building a strong stand-alone software business at scale; andcreating new business and licensing opportunities in the consumer ecosystem. While I cannot go through everything we are doing in each of these areas, let me just share somehighlights, starting with leading with communication service providers.","{'meta': 'Nokia Corporation, Q1 2017 Earnings Call, Apr 27, 2017'}",540586213,-2143997964,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
243,"For G&A, driven by extensive voluntary time and expenses and inclusion of Hyundai Securities, there wasa significant year-over-year and Q-on-Q increase to KRW 5,228.7 billion for the full year and KRW 2,110.7billion for Q4. If you exclude the ERP expense in Hyundai Securities impact, G&A was only up 1.3% year-over-year, displaying that our cost-cutting efforts through previous ERPs and corporate-wide cost-savingsefforts were of value. For your reference, the ERP which took place in Q4 led to the personnel reduction of 3,017 employees inthe group and KRW 844.7 billion of expenses.","{'meta': 'KB Financial Group Inc., 2016 Earnings Call, Feb 09, 2017'}",-1611958716,-1796407268,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
244,"So then the car of the futurewithout a traditional steering system, steer by wire, we'll present this, too. And then we will show you ourtech center, additive manufacturing, and we have 3D printers and what we are able to do with this. So wewill do this right after the end of this press conference.","{'meta': 'ThyssenKrupp AG, 2017 Earnings Call, Nov 23, 2017'}",1839392259,-1271054767,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
245,"For 2017, International Banking will make further progress against its strategicagenda. The major areas of emphasis include customer focus, digital transformation, business mix andstructural costs. The key priorities for Nacho and his team in 2017 include: building digital bankingoperations within our Pacific Alliance countries, which will upgrade and expand our online and mobilebanking platform to offer enhanced customer experience and functionality; as well as reducing expensesto fund strategic investments to grow -- in growth and technology and improve overall productivity.","{'meta': 'The Bank of Nova Scotia, Q4 2016 Earnings Call, Nov 29, 2016'}",1078220992,852099391,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
246,"And now the business to consumer digital-related services are maturing more rapidly,driving bigger transformation projects. Now if you move to more the B2B related to Internet of Thingsor industrial Internet, we're still in wave 1, where, indeed, we're working more around prototyping thefuture, finding user cases for the smart glasses, for the analytics and for the drones and all of the like. And so the maturity probably will come in the next 12 months.","{'meta': 'Accenture plc, Q1 2017 Earnings Call, Dec 21, 2016'}",218640459,-221438451,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
247,"This has to be adjusted. So this temperature has to be monitored 24/7,so quality and the temperature analysis and big data, analysis using AI, the regression analysis. I thinkthe application is broad based, so distribution, retail companies will be able to leverage these solutions.","{'meta': 'Hitachi, Ltd., Q3 2017 Earnings Call, Feb 01, 2017'}",174387102,-47368783,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
248,"Now in 2017, we were down to just shy of 30% CapEx growth, soapproximately the same growth rate as our cloud revenues. In 2018, we should expect that CapEx growthstarts to trail again the revenue progression in the cloud. So we should definitely land at lower than EUR1.6 billion.","{'meta': 'SAP SE, Q4 2017 Earnings Call, Jan 30, 2018'}",-1695070990,849160324,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
249,"More importantly, we are making progress by innovating in newareas, growing our addressable market opportunity and transforming our culture. Wherever I go in my travels, whether it's in conversations with heads of state, NGOs or CEOs, thecommon thread is the transformative power of digital technology to unlock new opportunity. Everyone Imeet is talking about building their own digital capability to transform their products, service and businessmodel.","{'meta': 'Microsoft Corporation, Q2 2017 Earnings Call, Jan 26, 2017'}",-553194515,-1359547316,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
250,"Notwithstanding the healthy client dialogue we arehaving across wealth management and Investment Banking, market activity will continue to be heavilyinfluenced by geopolitical and macroeconomic uncertainties with the fallout of the U.K. referendum, a U.S.election and other international developments. In this uncertain context, we believe we are on the rightpath, and we will continue to execute our transformation program with discipline. With that, we look forward to your questions.CREDIT SUISSE GROUP AG FQ2 2016 EARNINGS CALL |  JUL 28, 2016  a division of","{'meta': 'Credit Suisse Group AG, Q2 2016 Earnings Call, Jul 28, 2016'}",239642253,-1097742540,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
251,"The operating momentum, I would call it robust. As you can see from the left part of the chart, we hada good performance in mobile, the red -- the light red part of the chart. A little bit weaker in Italy and inSpain, but still in the range of where it should be.","{'meta': 'Vodafone Group Plc, 2018 Earnings Call, May 15, 2018'}",-406003114,-548385344,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
252,"HPC, if we're excluding the cryptocurrency mining, HPC also grows slightly. But cryptocurrencyis a big drop from 2018 to 2019. So if we put the cryptocurrency together in the HPC, it's a big drop.","{'meta': 'Taiwan Semiconductor Manufacturing Company Limited, Q4 2018 Earnings Call, Jan 17, 2019'}",-974873764,1289654768,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
253,"so it respects our customers' data and privacy. For Mac, we've provided a peek at the immersive gaming 3D and virtual reality experiences made possiblewith the upcoming release of macOS High Sierra and the amazingly powerful new iMac Pro. We're proud tomake the best personal computers in the industry and are very excited to deliver even more innovation inthe months to come.","{'meta': 'Apple Inc., Q3 2017 Earnings Call, Aug 01, 2017'}",456950738,-1157932095,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
254,"I'm referring to those discrete chips mainly is for cloud, AI or the edge AI.C. C. WeiCEO & Vice ChairmanWow , that's a good question, but very hard to answer because most of the AI's functionalities todayis embedded into the existing product. For example, you look at the smartphone in these days, theapplication processor embedded a lot of AI functionality inside.","{'meta': 'Taiwan Semiconductor Manufacturing Company Limited, Q2 2018 Earnings Call, Jul 19, 2018'}",1571075421,1504663303,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
255,"We have also made progress on derisking the business by being more selective in the projects we take. This is reflected in our recent order bookings that include a subsea HVDC link between Germany andNorway, a high-voltage cable system order in Denmark and the power plant automation system in SouthAfrica. These are all projects with a more attractive risk profile where we already have a solid track recordin execution and technology leadership.","{'meta': 'ABB Ltd., Q1 2015 Earnings Call, Apr 29, 2015'}",-553706723,-60830358,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
256,", this is from IDC, ""In the SaaS view survey, IDC released in October of 2018, where it surveyed276 HCM SaaS customers on their experience with SaaS HCM vendors, including Oracle, Workday and SAPSuccessFactors. Oracle SaaS HCM is the highest rated among the 3 vendors in most scoring categories,including vendor satisfaction, likelihood to recommend vendor to a colleague, data security, trusted brand,lower TCO, value for the price paid, ease of use, superior features functionality, ease of implementation,customer support service, product innovation and geographical reach. ""","{'meta': 'Oracle Corporation, Q2 2019 Earnings Call, Dec 17, 2018'}",-1230090668,45929372,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
257,"many other folks in the world who will. So I think that that's a thing that we take seriously, whetherit's connectivity and making sure that people actually all around the world get to enjoy and benefit fromthe opportunities that the Internet has or the improvements that come from AI, or eventually upgradingthe computing platforms that we all get to use. This stuff just doesn't happen automatically.","{'meta': 'Facebook, Inc., Q2 2017 Earnings Call, Jul 26, 2017'}",-53806377,-89344547,,,,,,choice,reject,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",[],NA,0
258,"To cite a few examples, we now have sensors that work in the deepestwaters, drones that patrol our most distant oil and gas fields and computerized tools that make use of thesmallest pieces of data. The possibilities that technology brings are becoming more and more apparent,from the wearable technology of our teams on site, to the data associated with every action and thefinely-tuned sensors that yield results. In our drive to make operational improvements and to maximize the opportunities it brings, we work withour suppliers and often ask, ""Is there a standard solution you have that we should be using?","{'meta': 'Royal Dutch Shell plc, Q4 2017 Earnings Call, Feb 01, 2018'}",1152973495,1978935985,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
259,"Now the applications have diversified for servers andmobile which has also eased some of the seasonality in the demand that was traditional in the industry. Also, if you look towards mid- to long term, there's the expansion of 5G and AI. And therefore, we'reexpecting there to be solid demand growth in new applications also around servers.","{'meta': 'Samsung Electronics Co., Ltd., Q4 2018 Earnings Call, Jan 31, 2019'}",115372354,-1795656428,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
260,"On page 5, I would like to explain about KB Financial Group's cost management andbank's personnel and channel management strategy. Recently, for several years, ERP which entails abig cost burden is being implemented on a regular basis for banks to reorganize the personnel structureand to improve cost efficiency. Keeping in step with the financial industry digitalization trend, there isheightened interest in the bank's personnel and channel management.","{'meta': 'KB Financial Group Inc., Q1 2019 Earnings Call, Apr 24, 2019'}",1391707333,1218530672,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
261,"And that's fantastic to see, and we want to measure it that way. But quitefrankly, if you sort of looked at what's broadly happening in the cloud transition, we are participating inboth the private hybrid cloud as well as the public cloud. Walter H PritchardCitigroup Inc, Research DivisionMaybe on OpEx","{'meta': 'Microsoft Corporation, Q3 2015 Earnings Call, Apr 23, 2015'}",1872392483,441295022,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
262,"But there is no indicator that I would know about, including the channels thatit's channel stuffing or any artifacts that what we see at the moment and from all of what we heard so farabout competitors, I think we are fairly well underway. When it comes to Building Technologies, I think weneed to see the spending pattern in IoT and the likes in front of the backdrop that we have been making3 minor acquisitions throughout the last fiscal year. In the third and the fourth quarter, we acquired 3high-tech companies and lighted building robotics and trade 2 innovations.","{'meta': 'Siemens Aktiengesellschaft, Q1 2019 Earnings Call, Jan 30, 2019'}",-1278327714,-1371452823,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
263,"thanks tothe strategy that we've introduced as early as 2014. It was based in being the leaders in 4G, in investingin very high-speed mobile and also very high-speed fixed connections and we have also the Cellnexcontract where we are disposing of our sites.","{'meta': 'Bouygues SA, 2017 Earnings Call, Feb 22, 2018'}",284399644,335971747,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
264,"It's a new paradigm compared tomobile-first software, and I'm thrilled how Google is leading the way. Consumers can already experience how AI allows them to interact with computing more naturally thanever before. Computers are adapting to people rather than people needing to adapt to computers.","{'meta': 'Alphabet Inc., Q3 2017 Earnings Call, Oct 26, 2017'}",1698296659,-925458692,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
265,"Things like expanding homeowners,which is now in 25 states; renters, which is in 20 states; motorcycle in 11; auto continues to expand to43 states and 1, Ontario, in Canada as well. And so we are investing heavily in building our capabilitiesfor the future, building out features and expanding our footprint. So we have -- I think the answer to yourquestion is we have very aggressive growth plans for the future.","{'meta': 'The Allstate Corporation, Q4 2015 Earnings Call, Feb 04, 2016'}",-1535297826,1980703026,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
266,"So when we talk about the corebundle, we're fundamentally talking about an offering that allows the consumer to have the highestamount of viewing for the brands and the programming that they want to engage with for the lowestpossible price. And so you can see across all the emerging DMVPDs, we've included our -- our brandshave been included in these core bundles. Having said that, I think it's not mutually exclusive that you canlaunch a more highly sort of refined bundle within that.","{'meta': 'Twenty-First Century Fox, Inc., Q4 2017 Earnings Call, Aug 09, 2017'}",691950976,1574993210,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
267,"And oftentimes, they change the value proposition until they can stabilize themselves. So let me walk you through some of our initiatives that have to do with digital transformation and alsowhat we have done in terms of digital innovation. The first project or initiative is our new branch model.","{'meta': 'Itau Unibanco Holding S.A., H1 2019 Earnings Call, Sep 03, 2019'}",1074464873,-874580410,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
268,"And if we are going to applythe best of Equinor, we need to bring that U.S. onshore activities even closer to the rest of the company. And it goes around digitalization of operations, it's around subsurface technology applications and evenclosely linked to marketing of the assets. So if we are trending any way, it's actually to bring it closer tothe rest of the company than it has been.","{'meta': 'Equinor ASA, Q4 2018 Earnings Call, Feb 06, 2019'}",-1934294626,-1675237019,,,,,,choice,reject,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",[],NA,0
269,"We think that's another huge advantagefor us and we'll be scaling our business on this new very, very cost-effective, most modern of all the cloudnetworks. That's going to help our margins enormously.","{'meta': 'Oracle Corporation, Q4 2016 Earnings Call, Jun 16, 2016'}",-1169751768,-608552934,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
270,"Analytics revenue was down 3.8% year-over-year but was up 9% sequentially. We continue to gaintraction across our client base as we drive adoption of artificial intelligence. For example, we're workingwith","{'meta': 'DXC Technology Company, Q4 2018 Earnings Call, May 24, 2018'}",-198968061,331007488,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
271,"Cybersecurity continues to be the top priorityfor our customers, driving another consecutive quarter of double-digit growth. As the industry leaderin networking and cybersecurity, we are investing in and extending our subscription-based securityinnovations across all networking domains in today's Zero Trust environment. By extending our abilityto detect threats across public clouds and by protecting the campus, branch, WAN and data centeragainst threats, we are the only company providing an integrated end-to-end security architecture acrossmulticloud environments.","{'meta': 'Cisco Systems, Inc., Q4 2019 Earnings Call, Aug 14, 2019'}",1013892372,1459705248,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
272,"And as you can see on Page 15 (sic) [ 19 ], the 5G era is coming. Around us, there are various deviceswhich are connected by telecommunications and there are very -- many new product services. As you cansee on this slide, on the -- from the left, we have automatic driving and tele-existence where the robotswill function as alter ego.","{'meta': 'KDDI Corporation, H1 2018 Earnings Call, Nov 01, 2017'}",-1551330146,-1712520617,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
273,"Similarly, we are also using technology to enhance the staff productivity. So there is a lot of use ofanalytics for lead generation, cross-sell, upsell. HRMS is now much revamped and can give you actually a monthly review of whatever you are doing,where you are, as well as we are revamping our entire CBS.","{'meta': 'State Bank of India, Q1 2016 Earnings Call, Aug 11, 2015'}",-781457420,-248932189,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
